[20:42:00][no_game_date][localize.cpp:1639]: Localization file 'localisation/english/rev_bel_nato_focus_l_english.yml' should be in in utf-8-bom encoding
[20:42:00][no_game_date][pdx_localize.cpp:1031]: Missing UTF8 BOM in localisation/english/rev_bel_nato_focus_l_english.yml
[20:42:00][no_game_date][localize.cpp:1639]: Localization file 'localisation/english/rev_cze_nato_focus_l_english.yml' should be in in utf-8-bom encoding
[20:42:00][no_game_date][pdx_localize.cpp:1031]: Missing UTF8 BOM in localisation/english/rev_cze_nato_focus_l_english.yml
[20:42:00][no_game_date][localize.cpp:1639]: Localization file 'localisation/english/rev_den_nato_focus_l_english.yml' should be in in utf-8-bom encoding
[20:42:00][no_game_date][pdx_localize.cpp:1031]: Missing UTF8 BOM in localisation/english/rev_den_nato_focus_l_english.yml
[20:42:00][no_game_date][localize.cpp:1639]: Localization file 'localisation/english/rev_eng_nato_focus_l_english.yml' should be in in utf-8-bom encoding
[20:42:00][no_game_date][pdx_localize.cpp:1031]: Missing UTF8 BOM in localisation/english/rev_eng_nato_focus_l_english.yml
[20:42:00][no_game_date][localize.cpp:1639]: Localization file 'localisation/english/rev_fra_nato_focus_l_english.yml' should be in in utf-8-bom encoding
[20:42:00][no_game_date][pdx_localize.cpp:1031]: Missing UTF8 BOM in localisation/english/rev_fra_nato_focus_l_english.yml
[20:42:00][no_game_date][localize.cpp:1639]: Localization file 'localisation/english/rev_ger_nato_focus_l_english.yml' should be in in utf-8-bom encoding
[20:42:00][no_game_date][pdx_localize.cpp:1031]: Missing UTF8 BOM in localisation/english/rev_ger_nato_focus_l_english.yml
[20:42:00][no_game_date][localize.cpp:1639]: Localization file 'localisation/english/rev_gre_nato_focus_l_english.yml' should be in in utf-8-bom encoding
[20:42:00][no_game_date][pdx_localize.cpp:1031]: Missing UTF8 BOM in localisation/english/rev_gre_nato_focus_l_english.yml
[20:42:00][no_game_date][localize.cpp:1639]: Localization file 'localisation/english/rev_hol_nato_focus_l_english.yml' should be in in utf-8-bom encoding
[20:42:00][no_game_date][pdx_localize.cpp:1031]: Missing UTF8 BOM in localisation/english/rev_hol_nato_focus_l_english.yml
[20:42:00][no_game_date][localize.cpp:1639]: Localization file 'localisation/english/rev_hun_nato_focus_l_english.yml' should be in in utf-8-bom encoding
[20:42:00][no_game_date][pdx_localize.cpp:1031]: Missing UTF8 BOM in localisation/english/rev_hun_nato_focus_l_english.yml
[20:42:00][no_game_date][localize.cpp:1639]: Localization file 'localisation/english/rev_ice_nato_focus_l_english.yml' should be in in utf-8-bom encoding
[20:42:00][no_game_date][pdx_localize.cpp:1031]: Missing UTF8 BOM in localisation/english/rev_ice_nato_focus_l_english.yml
[20:42:00][no_game_date][localize.cpp:1639]: Localization file 'localisation/english/rev_ita_nato_focus_l_english.yml' should be in in utf-8-bom encoding
[20:42:00][no_game_date][pdx_localize.cpp:1031]: Missing UTF8 BOM in localisation/english/rev_ita_nato_focus_l_english.yml
[20:42:00][no_game_date][localize.cpp:1639]: Localization file 'localisation/english/rev_lux_nato_focus_l_english.yml' should be in in utf-8-bom encoding
[20:42:00][no_game_date][pdx_localize.cpp:1031]: Missing UTF8 BOM in localisation/english/rev_lux_nato_focus_l_english.yml
[20:42:00][no_game_date][localize.cpp:1639]: Localization file 'localisation/english/rev_nor_nato_focus_l_english.yml' should be in in utf-8-bom encoding
[20:42:00][no_game_date][pdx_localize.cpp:1031]: Missing UTF8 BOM in localisation/english/rev_nor_nato_focus_l_english.yml
[20:42:00][no_game_date][localize.cpp:1639]: Localization file 'localisation/english/rev_pol_nato_focus_l_english.yml' should be in in utf-8-bom encoding
[20:42:00][no_game_date][pdx_localize.cpp:1031]: Missing UTF8 BOM in localisation/english/rev_pol_nato_focus_l_english.yml
[20:42:00][no_game_date][localize.cpp:1639]: Localization file 'localisation/english/rev_por_nato_focus_l_english.yml' should be in in utf-8-bom encoding
[20:42:00][no_game_date][pdx_localize.cpp:1031]: Missing UTF8 BOM in localisation/english/rev_por_nato_focus_l_english.yml
[20:42:00][no_game_date][localize.cpp:1639]: Localization file 'localisation/english/rev_spr_nato_focus_l_english.yml' should be in in utf-8-bom encoding
[20:42:00][no_game_date][pdx_localize.cpp:1031]: Missing UTF8 BOM in localisation/english/rev_spr_nato_focus_l_english.yml
[20:42:00][no_game_date][localize.cpp:1639]: Localization file 'localisation/english/rev_tur_nato_focus_l_english.yml' should be in in utf-8-bom encoding
[20:42:00][no_game_date][pdx_localize.cpp:1031]: Missing UTF8 BOM in localisation/english/rev_tur_nato_focus_l_english.yml
[20:42:00][no_game_date][localize.cpp:1639]: Localization file 'localisation/english/rev_usa_nato_focus_l_english.yml' should be in in utf-8-bom encoding
[20:42:00][no_game_date][pdx_localize.cpp:1031]: Missing UTF8 BOM in localisation/english/rev_usa_nato_focus_l_english.yml
[20:42:02][no_game_date][assetfactory_audio.cpp:499]: Could not find music file 'music/Ethiopia/ethiopian_highlands.ogg' in  file: music/music_bba.asset line: 7
[20:42:02][no_game_date][assetfactory_audio.cpp:499]: Could not find music file 'music/Ethiopia/safer_grounds.ogg' in  file: music/music_bba.asset line: 13
[20:42:02][no_game_date][assetfactory_audio.cpp:499]: Could not find music file 'music/Ethiopia/threat_from_red_sea.ogg' in  file: music/music_bba.asset line: 19
[20:42:02][no_game_date][assetfactory_audio.cpp:499]: Could not find music file 'music/Ethiopia/wildlife_surroundings.ogg' in  file: music/music_bba.asset line: 25
[20:42:02][no_game_date][assetfactory_audio.cpp:499]: Could not find music file 'music/Italy/cittadina_irresistibile.ogg' in  file: music/music_bba.asset line: 34
[20:42:02][no_game_date][assetfactory_audio.cpp:499]: Could not find music file 'music/Italy/fino_a_combattere.ogg' in  file: music/music_bba.asset line: 40
[20:42:02][no_game_date][assetfactory_audio.cpp:499]: Could not find music file 'music/Italy/la_marcia_dei_soldati.ogg' in  file: music/music_bba.asset line: 46
[20:42:02][no_game_date][assetfactory_audio.cpp:499]: Could not find music file 'music/Italy/lotta_di_vecchi_amici.ogg' in  file: music/music_bba.asset line: 52
[20:42:02][no_game_date][assetfactory_audio.cpp:499]: Could not find music file 'music/Switzerland/dem_vaterland.ogg' in  file: music/music_bba.asset line: 61
[20:42:02][no_game_date][assetfactory_audio.cpp:499]: Could not find music file 'music/Switzerland/der_preis_fur_die_freiheit.ogg' in  file: music/music_bba.asset line: 67
[20:42:02][no_game_date][assetfactory_audio.cpp:499]: Could not find music file 'music/Switzerland/die_parade.ogg' in  file: music/music_bba.asset line: 73
[20:42:02][no_game_date][assetfactory_audio.cpp:499]: Could not find music file 'music/Switzerland/tag_der_heimkehr.ogg' in  file: music/music_bba.asset line: 79
[20:42:06][no_game_date][persistent.cpp:66]: Error: "Unexpected token: ﻿spriteTypes, near line: 1" in file: "interface/rev_ideas_sov_sanctions.gfx" near line: 6
[20:42:07][no_game_date][persistent.cpp:66]: Error: "Malformed token: width, near line: 17
Malformed token: height, near line: 17" in file: "interface/rev_gui_fallbacks.gui" near line: 17
[20:42:14][no_game_date][pdx_particle.cpp:1608]: Particle name is not unique: sparks_file
[20:42:21][no_game_date][assetfactory.cpp:876]: Couldn't find parent clone entity JAP_MD4_infantry_1_entity, in file "gfx/entities/JAP_MD_infantryandvehicle.asset", near line 1808
[20:42:23][no_game_date][pdx_entity.cpp:324]: Failed to find entity "JAP_infantry_entity_desert" for attachment in infantry
[20:42:23][no_game_date][pdx_entity.cpp:324]: Failed to find entity "JAP_infantry_entity_desert" for attachment in infantry
[20:42:26][no_game_date][persistent.cpp:66]: Error: "Unexpected token: sub_unit_bonus, near line: 967" in file: "common/doctrines/subdoctrines/land/land_equipment.txt" near line: 976
[20:42:26][no_game_date][persistent.cpp:66]: Error: "Unexpected token: airborn_forces_operations, near line: 371" in file: "common/doctrines/subdoctrines/special forces/special_forces.txt" near line: 477
[20:42:26][no_game_date][persistent.cpp:66]: Error: "Unexpected token: ranger_forces_doctrine, near line: 478" in file: "common/doctrines/subdoctrines/special forces/special_forces.txt" near line: 553
[20:42:28][no_game_date][raid_database.cpp:98]: common/raids/cruise_missile_strike.txt:1804: Missing or invalid requirements for raid type 'divisions_cruise_missile_strike'
[20:42:40][no_game_date][effect.cpp:443]: Invalid effect 'add_army_experience' in common/national_focus/rev_bel_nato_focus.txt line : 38
[20:42:40][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: add_army_experience, near line: 38" in file: "common/national_focus/rev_bel_nato_focus.txt" near line: 39
[20:42:40][no_game_date][effect.cpp:443]: Invalid effect 'add_army_experience' in common/national_focus/rev_bel_nato_focus.txt line : 53
[20:42:40][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: add_army_experience, near line: 53" in file: "common/national_focus/rev_bel_nato_focus.txt" near line: 57
[20:42:40][no_game_date][effect.cpp:443]: Invalid effect 'add_army_experience' in common/national_focus/rev_bel_nato_focus.txt line : 145
[20:42:40][no_game_date][effect.cpp:443]: Invalid effect 'add_navy_experience' in common/national_focus/rev_bel_nato_focus.txt line : 146
[20:42:40][no_game_date][effect.cpp:443]: Invalid effect 'add_air_experience' in common/national_focus/rev_bel_nato_focus.txt line : 147
[20:42:40][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: add_army_experience, near line: 145
Unknown effect-type: add_navy_experience, near line: 146
Unknown effect-type: add_air_experience, near line: 147" in file: "common/national_focus/rev_bel_nato_focus.txt" near line: 148
[20:42:40][no_game_date][effect.cpp:443]: Invalid effect 'add_army_experience' in common/national_focus/rev_bel_nato_focus.txt line : 180
[20:42:40][no_game_date][trigger.cpp:568]: Error: "Unknown effect-type: add_army_experience, near line: 180" in file: "common/national_focus/rev_bel_nato_focus.txt" near line: 182
[20:42:40][no_game_date][effect.cpp:443]: Invalid effect 'add_air_experience' in common/national_focus/rev_bel_nato_focus.txt line : 213
[20:42:40][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: add_air_experience, near line: 213" in file: "common/national_focus/rev_bel_nato_focus.txt" near line: 214
[20:42:40][no_game_date][effect.cpp:443]: Invalid effect 'add_army_experience' in common/national_focus/rev_bel_nato_focus.txt line : 249
[20:42:40][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: add_army_experience, near line: 249" in file: "common/national_focus/rev_bel_nato_focus.txt" near line: 250
[20:42:40][no_game_date][effect.cpp:443]: Invalid effect 'add_army_experience' in common/national_focus/rev_bel_nato_focus.txt line : 278
[20:42:40][no_game_date][trigger.cpp:568]: Error: "Unknown effect-type: add_army_experience, near line: 278" in file: "common/national_focus/rev_bel_nato_focus.txt" near line: 280
[20:42:40][no_game_date][effect.cpp:443]: Invalid effect 'add_army_experience' in common/national_focus/rev_bel_nato_focus.txt line : 285
[20:42:40][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: add_army_experience, near line: 285" in file: "common/national_focus/rev_bel_nato_focus.txt" near line: 286
[20:42:40][no_game_date][effect.cpp:443]: Invalid effect 'add_army_experience' in common/national_focus/rev_bel_nato_focus.txt line : 307
[20:42:40][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: add_army_experience, near line: 307" in file: "common/national_focus/rev_bel_nato_focus.txt" near line: 308
[20:42:40][no_game_date][effect.cpp:443]: Invalid effect 'add_army_experience' in common/national_focus/rev_bel_nato_focus.txt line : 326
[20:42:40][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: add_army_experience, near line: 326" in file: "common/national_focus/rev_bel_nato_focus.txt" near line: 327
[20:42:40][no_game_date][effect.cpp:443]: Invalid effect 'add_army_experience' in common/national_focus/rev_can_nato_focus.txt line : 38
[20:42:40][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: add_army_experience, near line: 38" in file: "common/national_focus/rev_can_nato_focus.txt" near line: 39
[20:42:40][no_game_date][effect.cpp:443]: Invalid effect 'add_army_experience' in common/national_focus/rev_can_nato_focus.txt line : 53
[20:42:40][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: add_army_experience, near line: 53" in file: "common/national_focus/rev_can_nato_focus.txt" near line: 57
[20:42:40][no_game_date][effect.cpp:443]: Invalid effect 'add_army_experience' in common/national_focus/rev_can_nato_focus.txt line : 153
[20:42:40][no_game_date][effect.cpp:443]: Invalid effect 'add_navy_experience' in common/national_focus/rev_can_nato_focus.txt line : 154
[20:42:40][no_game_date][effect.cpp:443]: Invalid effect 'add_air_experience' in common/national_focus/rev_can_nato_focus.txt line : 155
[20:42:40][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: add_army_experience, near line: 153
Unknown effect-type: add_navy_experience, near line: 154
Unknown effect-type: add_air_experience, near line: 155" in file: "common/national_focus/rev_can_nato_focus.txt" near line: 156
[20:42:40][no_game_date][effect.cpp:443]: Invalid effect 'add_army_experience' in common/national_focus/rev_can_nato_focus.txt line : 192
[20:42:40][no_game_date][trigger.cpp:568]: Error: "Unknown effect-type: add_army_experience, near line: 192" in file: "common/national_focus/rev_can_nato_focus.txt" near line: 194
[20:42:40][no_game_date][effect.cpp:443]: Invalid effect 'add_air_experience' in common/national_focus/rev_can_nato_focus.txt line : 225
[20:42:40][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: add_air_experience, near line: 225" in file: "common/national_focus/rev_can_nato_focus.txt" near line: 226
[20:42:40][no_game_date][effect.cpp:443]: Invalid effect 'add_army_experience' in common/national_focus/rev_can_nato_focus.txt line : 261
[20:42:40][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: add_army_experience, near line: 261" in file: "common/national_focus/rev_can_nato_focus.txt" near line: 262
[20:42:40][no_game_date][effect.cpp:443]: Invalid effect 'add_army_experience' in common/national_focus/rev_can_nato_focus.txt line : 290
